Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'                        
MF239, MF25, MF265, MF270, MF303, MF59, MF130, MF197, MF36, MF419, MF432, MF486, MF492, MF103, MF26, MF261, MF263, MF269, MF28, MF323, MF457, MF491, MF56, MF70 
Pop                        
LU_LUX_104_1_25-08-21_A, 170172 244244 253255 209209 116116 170170 179181 144144 103103 243255 253256 210210 146146 149151 130130 229229 094100 237240 082092 176176 169171 208211 124128 172172
LU_LUX_104_1_25-08-21_B, 172172 244244 253255 209209 106116 170170 175176 136144 093105 242243 253253 210210 146151 149151 130134 209217 092092 240240 090092 176178 169169 208208 124130 172172
LU_LUX_105_1_25-08-21_A, 172176 244244 253253 209209 114116 170170 175179 144144 089103 255255 250256 208210 146148 149151 130130 217235 094096 240240 090092 176176 169169 208208 126128 172172
LU_LUX_105_1_25-08-21_B, 170172 242244 253255 209209 116118 170173 171179 144144 089103 243243 247256 212212 146148 149151 134134 229235 094096 240240 090092 176178 169169 208208 124126 172172
LU_LUX_105_2_25-06-21_A, 172172 244244 253255 209209 116118 173179 171176 144144 089089 243243 250250 212212 148148 151151 130134 217235 094094 240240 092092 176176 169171 208208 124126 172172
LU_LUX_106_1_25-08-21_A, 170172 244244 255255 209209 116116 179179 173173 144146 093103 244249 253256 212212 146148 149151 130134 233239 094096 240240 085090 176178 169171 208214 124126 172172
LU_LUX_106_2_16-05-21_A, 172172 244244 253255 209209 114116 170179 175178 144144 103103 243248 247250 210212 144146 151151 130130 223241 094094 240240 084084 176176 169171 208208 124128 172172
LU_LUX_107_2_01-09-21_A, 172172 244244 255255 209209 116118 179180 179179 144144 089103 242243 247259 208212 144146 151151 130130 229229 094096 240243 090092 176178 171171 211220 128128 172172
LU_LUX_109_2_06-09-21_A, 172172 244244 255255 209209 114116 170179 179184 136144 089103 243249 253256 212212 146146 151151 130134 217223 092094 240240 092092 176178 169169 214220 124126 172172
LU_LUX_110_1_06-09-21_A, 172172 244244 253253 209209 116116 170170 179179 144144 103103 235243 250259 212212 146148 151151 130130 217235 094106 240240 085092 173178 169171 208208 124128 172172
LU_LUX_114_2_23_07-21_A, 172172 244244 253255 209209 116116 179179 179179 144144 089089 248250 253253 210210 146146 149151 130130 235235 092096 240240 085090 176176 171171 208208 124128 000000
LU_LUX_117_1_31-08-21_A, 170172 244244 253255 209209 106116 170179 179179 144144 089103 243249 250253 206212 146146 151151 130130 217217 092094 237237 082090 178178 169176 220220 124128 172172
LU_LUX_117_2_31-08-21_A, 172172 244244 253253 209209 116116 170180 176179 144144 089103 243252 250253 206212 146148 149151 130134 217229 094094 240240 082087 178178 169179 208208 124128 172172
LU_LUX_118_1_31-08-21_A, 170170 244244 253253 209209 114114 000000 179182 144144 089089 242243 253253 210212 146146 151151 130130 229235 094100 210240 083085 176178 169173 208208 124124 172172
LU_LUX_12_1_26-08-21_A, 170170 244244 253255 000000 000000 170170 176179 144144 103103 243249 247253 208212 146146 151151 130130 229235 094094 240240 085090 178178 169169 208214 128128 168172
LU_LUX_120_1_30-08-21_B, 172172 244244 253253 209209 116116 173173 176179 144144 089103 242250 253259 208210 146146 151151 130134 000000 094096 240240 085085 173176 169169 208208 126138 172172
LU_LUX_120_1_30-08-21_C, 172172 244244 253255 209209 114116 173179 171176 144144 089103 244248 250253 212212 146148 151151 130134 229235 094094 237243 082092 176178 169173 208208 126128 172172
LU_LUX_120_1_30-08-21_A, 172172 244244 253255 209209 106106 173179 176179 144144 103103 249249 250253 212212 146146 151151 130130 235235 092096 240240 090092 176178 000000 208208 124124 172172
LU_LUX_120_2_30-08-21_A, 172172 244244 253253 209209 000000 173175 175179 144144 093103 243248 250253 210212 146146 151151 130134 223223 094094 240240 085090 176178 171171 208214 124126 172172
LU_LUX_120_2_30-08-21_B, 172172 244244 253253 209209 106114 170170 179184 142144 089093 249252 250250 210212 146146 151151 130130 217217 092096 240240 092092 176182 171171 208211 124130 172172
LU_LUX_121_1_02-08-21_A, 172172 244244 253253 207209 116116 170176 176179 144144 089103 243250 250253 212212 146148 151151 143147 229235 094102 240240 085090 178178 171171 208211 126128 172172
LU_LUX_121_1_24-08-21_B, 172172 244244 253255 209209 114116 170170 175176 000000 103103 000000 253253 210210 146146 151151 130130 217217 096096 237240 090092 176176 169171 211214 124124 172172
